intern_role,company_name,hiring_type,location,job_offer(LPA),stipend_per_month,duration(months),early_applicant,posted_date
Architecture,Build On Click,no,Workfromhome,2.0,7000,3.0,No,2025-06-27
Human Resources (HR),Shrikhande Consultant Limited,no,NaviMumbai,0.0,10000,3.0,No,2025-06-27
Founders Associate,Ariadné Style,no,Workfromhome,0.0,10000,6.0,No,2025-06-27
Business Development (Sales),Aim Infocom Services Private Limited,no,"NaviMumbai,Mumbai",3.6,22000,3.0,yes,2025-06-27
Digital Marketing,Mechimed Technologies,no,Chennai,0.0,5000,3.0,No,2025-06-27
Content and Social Media Marketing,Nite Flite,no,Kolkata,0.0,5000,3.0,No,2025-06-27
Business Development (Sales),Antraweb Technologies Private Limited,no,Hyderabad,4.5,25000,3.0,No,2025-06-27
Business Development (Sales),Fluraa Essence,no,Kolkata,0.0,6000,6.0,yes,2025-06-27
Interior Design,Madhuri Singh Designs,no,Gurgaon,0.0,10001,6.0,No,2025-06-27
Content Writing,The Ocean Marketing,no,"Mumbai,Virar,Vasai,MiraBhayandar,NalaSopara,Vasai-Virar",0.0,15000,6.0,No,2025-06-27
Search Engine Optimization (SEO),The Ocean Marketing,no,"Mumbai,Virar,Vasai,MiraBhayandar,NalaSopara,Vasai-Virar",0.0,10000,6.0,No,2025-06-27
Human Resources (HR),EPP Composites Private Limited,no,Rajkot,0.0,5000,2.0,No,2025-06-27
Business Development (Sales),BTW Financial Services & IMF Pvt Ltd,no,Mumbai,0.0,8000,6.0,yes,2025-06-27
Customer Service/Customer Support,Orufy Technologies Private Limited,no,Jaipur,0.0,10000,6.0,yes,2025-06-27
Business Development (Sales),YNB Healthcare Private Limited,no,Delhi,2.5,10000,3.0,yes,2025-06-27
Content & Research,DecodingBusinesses,no,Mumbai,0.0,5000,4.0,No,2025-06-27
Digital Marketing,AUSLESE,no,Delhi,0.0,15000,6.0,No,2025-06-27
Human Resources (HR),Skillnix Recruitment Services Private Limited,no,Rishikesh,2.8,7000,6.0,yes,2025-06-27
Digital Marketing,Auslese Robotics Private Limited,no,Delhi,0.0,12000,6.0,No,2025-06-27
Human Resources (HR),Digitally Next,yes,Delhi,0.0,15000,3.0,No,2025-06-27
Telesales Executive,Digital Brand Co-pilot,no,Workfromhome,4.0,7000,3.0,No,2025-06-27
Human Resources (HR),Jignesh Joshi,no,Jaipur,0.0,6000,3.0,yes,2025-06-27
Inside Sales,Amdigit,yes,Workfromhome,1.0,10000,4.0,No,2025-06-27
Field Sales,Soul Works,no,Mumbai,0.0,10000,3.0,No,2025-06-27
Client & Strategy Coordinator,Algoji Enterprises Private Limited,no,"Faridabad,Bijnor,Dehradun,Delhi,Ghaziabad,Gurgaon,Meerut,Hapur,GreaterNoida,Bulandshahr,Noida,Roorkee,Haridwar",0.0,10000,6.0,yes,2025-06-27
Content Writing,Uncodemy,yes,Workfromhome,0.0,5000,3.0,No,2025-06-27
LinkedIn Specialist,WordPress Webers,no,Workfromhome,0.0,8000,6.0,No,2025-06-27
Business Development – Lead Generation & Client Acquisition,Come Digit,no,Workfromhome,2.5,7500,4.0,No,2025-06-27
Unreal Engine - Game Design,Aviate Manpower,no,Mumbai,0.0,10000,6.0,No,2025-06-27
Digital Marketing,FRD Studio,no,Gurgaon,0.0,5000,3.0,No,2025-06-27
Graphic Design,Heeraji Fashion LLP,no,Bangalore,0.0,20000,6.0,yes,2025-06-27
Graphic Designer Intern,Parallel Learning,no,Pune,3.0,12002,6.0,No,2025-06-27
Social Media Marketing,Masterjitailor Online,yes,Noida,0.0,10000,6.0,No,2025-06-27
Sales,ABEC Limited (Asian Business Exhibitions And Conferences),no,Mumbai,0.0,15000,3.0,No,2025-06-27
Community Management,Yashica Jalhotra,no,"Faridabad,Delhi,Ghaziabad,GreaterNoida,Noida",3.0,25000,6.0,No,2025-06-27
Business Development Executive,Matrix Exports,no,Bangalore,0.0,14000,6.0,yes,2025-06-27
Social Media Marketing,WHEELCARE,no,Jaipur,0.0,8000,3.0,yes,2025-06-27
Social Media Marketing,Mideaseed Marketing,no,Patna,0.0,6000,3.0,yes,2025-06-27
Marketing,Lucror,yes,Workfromhome,0.0,6000,6.0,No,2025-06-27
PHP Developer,Akshada Infosystem,no,Workfromhome,0.0,3000,6.0,No,2025-06-27
Mobile App Development,Factacy.Ai,yes,Gurgaon,0.0,15000,3.0,No,2025-06-27
Video Editing/Making,Econstruct Design & Build Private Limited,no,Bangalore,0.0,15000,3.0,No,2025-06-27
Video Editing/Making,360 Digital Idea,yes,Delhi,0.0,3000,6.0,No,2025-06-27
Digital Marketing,Next Crest Media,yes,"Delhi,Gurgaon",0.0,15000,3.0,No,2025-06-27
Talent Acquisition,Draconic AI,yes,Bangalore,0.0,10000,3.0,No,2025-06-27
Market Research,KlentySoft Incorporation,no,Chennai,0.0,15000,4.0,No,2025-06-27
Visual Design,Fitastic Digital Media,no,Pune,0.0,10000,3.0,yes,2025-06-27
Backend Development,TailorTalk,yes,Workfromhome,1.0,18000,6.0,No,2025-06-27
Growth & Partnerships,Azeosoft Web Technologies Private Limited,no,Workfromhome,0.0,5000,6.0,No,2025-06-27
PHP Development,Trully Capital Fintech Private Limited,no,Pune,0.0,10000,6.0,yes,2025-06-27
Business Development (Sales),KathaVersse Media Network Private Limited,no,Mumbai,0.0,24000,3.0,No,2025-06-27
Graphic Design,TANKED IND AQUATIC KINGDOM,no,Ghaziabad,0.0,3000,6.0,No,2025-06-27
Data Analytics,Grexa AI Private Limited,yes,"NaviMumbai,Mumbai",0.0,15000,3.0,No,2025-06-27
Video Editor,The Group Three,no,Delhi,0.0,6000,6.0,yes,2025-06-27
Law/Legal,Vidhi Singh,no,Workfromhome,0.0,0,3.0,No,2025-06-27
Field Sales,Rising Dine Private Limited,no,Indore,0.0,10000,2.0,yes,2025-06-27
Content & E-Commerce Management,GROX,yes,Workfromhome,3.3,20000,3.0,No,2025-06-27
Sales and Marketing,KIWIS AND BROWNIES IT SOLUTIONS INDIA PRIVATE LIMITED,yes,Bangalore,0.0,14500,4.0,No,2025-06-27
Hospitality,The Bunker Hostels,no,"Manali,Bir",6.0,12000,3.0,yes,2025-06-27
Video Editing/Making,Brands Jar,yes,Pune,0.0,20000,3.0,No,2025-06-27
Content Writing,Digispire,no,Kolkata,0.0,6000,3.0,No,2025-06-27
Motion Graphics & Animation,Mukund Maheshwari,no,Workfromhome,0.0,9000,6.0,No,2025-06-27
Garment Manufacturing/Fashion/Merchandising- Operations,AKANKSHA CREATIONS,no,Mumbai,0.0,8000,4.0,No,2025-06-27
Business Development (Sales),ModScale,no,Bangalore,0.0,12000,3.0,yes,2025-06-27
Business Development (Sales),HR Tech LLC,no,Jaipur,0.0,7000,3.0,yes,2025-06-27
Videography,XODUSE MEDIA,no,Chennai,0.0,3000,3.0,yes,2025-06-27
Content and Social Media Marketing,ATOM FOODS LLP,no,Mumbai,0.0,10000,6.0,No,2025-06-27
Graphic Design– Packaging & Branding,TRP Essentials,no,Pune,2.5,10000,6.0,No,2025-06-27
Digital Marketing,Nikol Automotive Private Limited,no,Pune,0.0,10000,3.0,No,2025-06-27
Human Resource Management,Pawzz,yes,Gurgaon,6.0,10000,6.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Mandi,Gagret,Hamirpur,SujanpurTira,Lohara,Joh,Bijhri,ShimlaDivision,MandiDivision,Sungal",0.0,15000,6.0,yes,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Una,Nadaun,ChambaSub-District,MandiDivision,Gauna,Salwan,Chhaproh",0.0,15000,6.0,yes,2025-06-27
Brand Outreach & Promotions,Eniacworld Media Private Limited,yes,Workfromhome,0.0,5500,6.0,No,2025-06-27
Business Development (Sales),Intella Education Private Limited,no,Gurgaon,2.4,17000,6.0,yes,2025-06-27
Socio-political Research,Polivertex,no,Mumbai,0.0,5000,4.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Balh,Kott,Nakroh,Basantpur,Jhiri,MandiDivision,Chouk,Gawali,Barara,Mandar,Sainsowal,Patera,Tikri",0.0,15000,6.0,yes,2025-06-27
Video Creator/Editor (Podcast & Interviews),SiftLens Media,yes,Workfromhome,0.0,6000,3.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Chowari,Dharampur,Banikhet,ShimlaDivision,Panoh,Jol,Batheri,Sudhar,Kohla,Nandpur",0.0,15000,6.0,yes,2025-06-27
Graphic Design,Cleverhat Studios,yes,Hyderabad,0.0,10000,3.0,No,2025-06-27
Business Development (Sales),The Swingers Dance Inc,yes,Workfromhome,0.0,15000,2.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Holi,Dhaban,Lambloo,MandiDivision,RoraBaliwal,Panoh,Kothi,Choli,Sari,Kuddi,Gawali",0.0,15000,6.0,yes,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Nalagarh,Sanoli,Bara,MandiDivision,MawaKaholan,Pali,Ukhali",0.0,15000,6.0,yes,2025-06-27
Performance Marketing,1% Media,yes,Ahmedabad,0.0,15000,3.0,No,2025-06-27
Content and Social Media Marketing,CanineJoy Gears,yes,Workfromhome,0.0,5000,2.0,No,2025-06-27
Video Editing,Astrotalk,yes,Gurgaon,0.0,20000,3.0,No,2025-06-27
Video & Marketing Field Associate,Vypzee,yes,"Delhi,Gurgaon,Noida",4.0,10000,6.0,No,2025-06-27
Digital Marketing,Urbanxdigital,no,Pune,0.0,12000,6.0,No,2025-06-27
Event Management,TEAMCORE EVENTS,yes,"Faridabad,Delhi,Ghaziabad,Gurgaon,GreaterNoida,Noida,North,West,Manesar,South,SouthEast",0.0,15000,3.0,No,2025-06-27
Business Development (Sales),Reliance Capital Limited,no,Lucknow,0.0,15000,2.0,No,2025-06-27
Content and Social Media Marketing,Makhana Munch,no,Meerut,0.0,10000,2.0,yes,2025-06-27
Field Sales,Collabdiary,no,"Thane,Mumbai",0.0,11000,3.0,yes,2025-06-27
Influencer Marketing,Laxit Communications Private Limited,no,"Thane,Kalyan,Mumbai",0.0,11000,3.0,yes,2025-06-27
Interior Design,Ritesh Shah,yes,Mumbai,0.0,10000,6.0,No,2025-06-27
Travel Consultant,The Trip Space,no,Kolkata,0.0,6000,6.0,yes,2025-06-27
Graphic Design,Content Mitra,no,Raipur,0.0,12000,3.0,yes,2025-06-27
YouTube Operations,Internshala,yes,Gurgaon,0.0,18000,6.0,No,2025-06-27
Full Stack Development,Delve AI,yes,Bangalore,0.0,15000,3.0,No,2025-06-27
Marketing and Sales,Reliance Nippon Life Insurance,yes,"Hyderabad,Kolkata",3.6,0,2.0,No,2025-06-27
Business Development (Sales),IronPeak Staffing Solutions,no,Gurgaon,0.0,8000,6.0,yes,2025-06-27
Digital Marketing,Planet Earth,no,Delhi,0.0,4000,6.0,No,2025-06-27
Social Media Marketing,Timenagainbyjyoti,no,Vasai-Virar,0.0,20000,6.0,No,2025-06-27
Data Analytics,Revival Engineers Private Limited,yes,"Thane,NaviMumbai",0.0,20000,3.0,No,2025-06-27
Content and Social Media Marketing,Ativeer Surgical Emporium,no,Delhi,2.5,7000,3.0,No,2025-06-27
Event Management,Your Photo Crew,no,Bangalore,0.0,12000,2.0,No,2025-06-27
Human Resources (HR),CollegeDekho.com,yes,Gurgaon,0.0,0,2.0,No,2025-06-27
Customer Service/Customer Support,Cubicle,no,Mumbai,0.0,3000,3.0,yes,2025-06-27
Business Development,Medetronix Labs,no,Bangalore,4.0,15000,6.0,yes,2025-06-27
Quality Analyst,GoMechanic,yes,Gurgaon,4.0,12000,3.0,No,2025-06-27
Customer Service/Customer Support,Icareheal Healthtech Private Limited,yes,Workfromhome,2.4,10000,6.0,No,2025-06-27
Graphic Design,GrowthGear,yes,Workfromhome,0.0,8000,3.0,No,2025-06-27
Operations And Marketing,India Spelling Bee,no,Kolkata,3.0,15000,3.0,No,2025-06-27
Political Researcher,Youth Of Bharat,no,"Sitamarhi,Hyderabad,Uttarkashi,Amaravati,Bihar,Delhi,Gonda",0.0,0,4.0,No,2025-06-27
Backend Development,KoolBuch Technology,yes,Bangalore,8.0,15000,6.0,No,2025-06-27
Search Engine Optimization (SEO),Jain Bliss,no,Mumbai,0.0,7000,4.0,yes,2025-06-27
Video Editing/Making,GrowthGear,yes,Gurgaon,0.0,11000,2.0,No,2025-06-27
Video Editing/Making,Sambhav Saluja,no,Zirakpur,0.0,10000,3.0,yes,2025-06-27
Graphic Design,Think EBikeGO Private Limited,yes,Mumbai,0.0,12000,3.0,No,2025-06-27
Content and Social Media Marketing,Aakanksha Mehta,yes,Delhi,2.0,15000,4.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Una,MandiDivision,Thana,Gopalpur",0.0,15000,6.0,yes,2025-06-27
Business Development (Sales),Trends Innovative Concepts Private Limited,yes,"Pune,Mumbai,ChhatrapatiSambhajinagar(Aurangabad),ChhatrapatiSambhajinagar",8.0,10000,3.0,No,2025-06-27
Video Making And Editing : Social Media + Courses On AI,The Global Entrepreneurship Alliance,yes,Workfromhome,0.0,15000,3.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Kott,MandiDivision,Anu,Biana,Sarol",0.0,15000,6.0,yes,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Kott,Dharmpur,Sadyana,Chouk",0.0,15000,6.0,yes,2025-06-27
Search Engine Optimization (SEO),D2S Technologies,yes,Delhi,0.0,8500,6.0,No,2025-06-27
Graphic Design,The Social Kida,no,Mumbai,0.0,5000,2.0,No,2025-06-27
Creative Writing,Cleverhat Studios,yes,Hyderabad,0.0,10000,3.0,No,2025-06-27
Business Development (Sales),NS Apps Innovations,no,Bangalore,0.0,10000,3.0,yes,2025-06-27
Logistics And Operations,Indian Gifts Portal,yes,Mumbai,0.0,15000,2.0,No,2025-06-27
Business Communication & Marketing Manager,Knowmyslots,no,Workfromhome,0.0,17000,6.0,No,2025-06-27
Video Editing/Making,Bollygrad Studioz,yes,Workfromhome,0.0,5000,6.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Balh,Haroli,Baruhi,MandiDivision,Chalet,Kharian",0.0,15000,6.0,yes,2025-06-27
Social Media Marketing,Kick-Start Recharge Ventures Private Limited,yes,Workfromhome,0.0,6000,3.0,No,2025-06-27
International Business Development,Entrily,no,Workfromhome,0.0,13000,3.0,No,2025-06-27
Video Editing/Making,SiftLens Media,yes,Workfromhome,0.0,6000,3.0,No,2025-06-27
Content and Social Media Marketing,Institute Of Admissions Professionals,yes,Workfromhome,0.0,15000,3.0,No,2025-06-27
Content Creation,Right Health India,yes,Mumbai,6.0,20000,3.0,No,2025-06-27
Videography,Scalar Tech Media Private Limited,yes,Mumbai,0.0,20000,3.0,No,2025-06-27
Web Development,AnExtraRep,yes,Workfromhome,0.0,10000,2.0,No,2025-06-27
Human Resources Manager,Arcot Group (Arcot Media Private Limited),no,"NaviMumbai,Mumbai",0.0,10000,3.0,No,2025-06-27
Business Development (Sales),Pyramed Telemedicine LLP,no,Mumbai,0.0,14000,6.0,yes,2025-06-27
Videography,Eniacworld Media Private Limited,yes,Delhi,0.0,6000,3.0,No,2025-06-27
Product,Saregama India Limited,yes,Mumbai,0.0,10000,6.0,No,2025-06-27
Video Editing/Making,Nyce Club,no,Mumbai,0.0,5000,3.0,yes,2025-06-27
Content Research & Hook Line – Ghumo Jaipur,Eniacworld Media Private Limited,yes,Jaipur,0.0,2000,3.0,No,2025-06-27
Mathematics Expert Doubt Solving,KUNDUZ TECHNOLOGIES PRIVATE LIMITED,yes,Workfromhome,0.0,6000,3.0,No,2025-06-27
Teaching,DHARANI LIFE SKILLS PRIVATE LIMITED,no,Hyderabad,0.0,12000,2.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Barotiwala,Kott,Dehar,Kufri,Ambota,Balu,MandiDivision,Pali,Chhatri",0.0,15000,6.0,yes,2025-06-27
Administration,Pro King Sports Academy,no,NaviMumbai,0.0,18000,6.0,No,2025-06-27
Digital Marketing,HEALTHY WHEY (EPIFAMILY PRIVATE LIMITED),no,GreaterNoida,0.0,6000,2.0,No,2025-06-27
"Content Specialist Intern  - Indian Culture, History, Heritage, Architect, Literature, Philosophy, Spirituality, Ayurveda, Finance, Cybersecurity, Story Writing and Wellness",SamaySave Solutions,yes,Workfromhome,0.0,15000,6.0,No,2025-06-27
Digital Marketing,Art Culture Festival,yes,Delhi,0.0,25000,4.0,No,2025-06-27
Embedded Developer,Exor Robotics,yes,Pondicherry,0.0,12000,6.0,No,2025-06-27
Business Development (Sales),Noesis Capital Advisors,no,Mumbai,0.0,10000,2.0,No,2025-06-27
Digital Marketing,TellMe Digiinfotech Private Limited,no,Pune,0.0,12000,6.0,No,2025-06-27
Data Entry,Aerem Solutions Private Limited,no,Mumbai,4.0,10000,3.0,No,2025-06-27
Video Editing/Making,Branding Hunks,no,"Delhi,Ghaziabad,Noida",0.0,8000,3.0,No,2025-06-27
Knowledge Management And Research Associate,Spearhead InterSearch,yes,Delhi,0.0,20000,6.0,No,2025-06-27
DevOps Engineer,Isourse,yes,Delhi,0.0,25000,6.0,No,2025-06-27
E-Commerce Sales,Amson Interconnect Private Limited,yes,Delhi,0.0,10000,6.0,No,2025-06-27
State Insurance Officer,Axi Workforce Pvt Ltd,yes,"Hisar,Barsat,Chirao,Agroha,Biana,AryaNagar,Bagla,Kalirawan,Bhaini,Panjlasa,Kabrel,Badhawar,ChuliBagriyan,Ladwi,Asrawan",0.0,15000,6.0,yes,2025-06-27
Customer Service/Customer Support Executive,Varthana Finance Private Limited,no,Bangalore,0.0,15000,3.0,No,2025-06-27
Video Editing/Making,Right Health India,yes,Mumbai,6.0,20000,3.0,No,2025-06-27
Digital Marketing,Right Health India,yes,Mumbai,6.0,20000,3.0,No,2025-06-27
Executive Assistant,4am Designs,no,Mumbai,0.0,12000,6.0,No,2025-06-27
Digital Marketing,DigiGo Plus,no,Bangalore,0.0,12000,3.0,No,2025-06-27
Digital Marketing,UniteGrid Infocomm,yes,Bangalore,0.0,6000,3.0,No,2025-06-27
Travel Consultant,Oxy Holidays,no,Delhi,2.0,3400,2.0,No,2025-06-27
Graphic Designer,Nircon Polymers Private Limited,no,Jaipur,0.0,10000,2.0,No,2025-06-27
Data Science,Kores (India) Limited,yes,Mumbai,0.0,5000,6.0,No,2025-06-27
Video Editing/Making,Institute Of Admissions Professionals,yes,Bangalore,0.0,12500,6.0,No,2025-06-27
Business Development Associate,"NoClick, Inc.",yes,Workfromhome,0.0,10000,3.0,No,2025-06-27
Fashion Design,S.A.Knitwears Private Limited,no,Madurai,0.0,6000,3.0,yes,2025-06-27
Interior Design,VCN,no,Pune,0.0,10000,3.0,yes,2025-06-27
PHP Development,Trully Capital Fintech Private Limited,yes,"Pune,Pimpri-Chinchwad",0.0,10000,6.0,No,2025-06-27
Marketing Executive,Siba Majumdar,yes,Kolkata,0.0,9000,3.0,No,2025-06-27
Brand Management,Right Health India,yes,Mumbai,6.0,20000,3.0,No,2025-06-27
Human Resources (HR),M Point Services,no,Jaipur,0.0,10000,3.0,No,2025-06-27
UX/UI Design,Voicedots Infotech,no,Workfromhome,0.0,15000,6.0,No,2025-06-27
WordPress Development,STEMpedia,yes,Ahmedabad,0.0,15000,6.0,No,2025-06-27
Project Coordinator – B2B Client Onboarding & Operations,Cognivex Technologies Private Limited,yes,Workfromhome,3.6,10000,6.0,No,2025-06-27
Digital Marketing,Censitive Creations,no,Pune,0.0,14000,3.0,No,2025-06-27
Marketing And Customer Success,Altx Convergence Private Limited,yes,Bangalore,3.0,18000,6.0,No,2025-06-27
Human Resources (HR),Lime Learn Eduserv Private Limited,yes,Pune,0.0,5000,2.0,No,2025-06-27
Social Media Marketing,Right Health India,yes,Mumbai,6.0,20000,3.0,No,2025-06-27
Business Development (Sales),myfollo,no,"Delhi,Gurgaon",0.0,11000,3.0,No,2025-06-27
Marketing,RIDAAN ARRAY (OPC) PRIVATE LIMITED,no,Pune,0.0,10000,2.0,No,2025-06-27
Video Editing/Making,Directors Diary Productions,no,Lucknow,0.0,5000,3.0,No,2025-06-27
Customer Service/Customer Support,SmartWinnr,no,Hyderabad,4.2,12000,3.0,No,2025-06-27
Content Development (English),Voicedots Infotech,no,Workfromhome,0.0,20000,6.0,No,2025-06-27
Creative Design,TinyBooks,yes,Workfromhome,0.0,10000,2.0,No,2025-06-27
Operations Executive - Ecommerce,MHLondon,yes,Noida,4.0,15000,4.0,No,2025-06-27
Campus Ambassador,Acadecraft Private Limited,no,"Ghaziabad,Gurgaon,GreaterNoida,Noida,Delhi",0.0,0,3.0,yes,2025-06-27
Search Engine Optimization (SEO),Fidus Synergies LLP,no,Mohali,0.0,6000,6.0,yes,2025-06-27
Field Sales,ASHOK MASALA PACKERS,no,Ranchi,0.0,13000,3.0,yes,2025-06-27
Business Development (Sales),Repsoft,no,Hyderabad,0.0,10000,3.0,No,2025-06-27
Inside Sales,ClearTax,yes,Bangalore,0.0,10000,2.0,No,2025-06-27
SCM Engineering,Planys Technologies Private Limited,yes,Chennai,0.0,15000,6.0,No,2025-06-27
Backend Development,Travel Lykke Private Limited,yes,Workfromhome,0.0,15000,6.0,No,2025-06-27
Human Resources (HR),Wehire Talent Solutions,yes,Mumbai,0.0,7000,6.0,No,2025-06-27
Product Management,UFaber Edutech Private Limited,no,Mumbai,0.0,20000,3.0,No,2025-06-27
Travel & Tourism,Holiday Of Dreams,no,Indore,0.0,5000,3.0,No,2025-06-27
Graphic Design,Naksh Jewels,yes,Workfromhome,0.0,4000,3.0,No,2025-06-27
Campus Ambassador,Football Creatives Private Limited,no,Workfromhome,0.0,0,2.0,No,2025-06-27
Finance & Accounting,Intugine Technologies Private Limited,yes,Koramangala,0.0,12000,6.0,No,2025-06-27
Campus Ambassador,KP Webbate Technologies LLP,no,Workfromhome,0.0,0,3.0,No,2025-06-27
Content and Social Media Marketing,Yajmaan,yes,Bangalore,5.0,20000,2.0,No,2025-06-27
Talent Acquisition,Talview,yes,Bangalore,5.0,20000,4.0,No,2025-06-27
Westren Vocals Online Tutor,Narigiri's Connect To Universe Private Limited,yes,Workfromhome,0.0,8000,6.0,yes,2025-06-27
Photography,Www.preciouscarats.com,yes,"Faridabad,Gurgaon,Delhi",0.0,10000,2.0,No,2025-06-27
Creative Coordination (Pratibimb),R R Unitrade,yes,Raipur,0.0,13000,3.0,No,2025-06-27
Social Entrepreneurship,Pryshth - A Paper Plane Foundation,no,Workfromhome,0.0,0,2.0,No,2025-06-27
Digital Marketing,DealMate,yes,Workfromhome,0.0,1000,3.0,No,2025-06-27
Recruiting Intern,Calx And Cor Pvt. Ltd,no,Workfromhome,0.0,6000,6.0,No,2025-06-27
Fashion Design And Merchandising,People Genix Private Limited,yes,Gurgaon,2.0,10000,2.0,No,2025-06-27
Digital Marketing,TheWealthCrafts,yes,Workfromhome,0.0,10000,6.0,No,2025-06-27
Sports Content Writer,Trade Brains,yes,Bangalore,0.0,10000,3.0,No,2025-06-27
Data Analytics,Palk Street,yes,Hyderabad,0.0,8000,6.0,No,2025-06-27
R&D - New Product Development,Mosaic Wellness,yes,Thane,0.0,25000,6.0,No,2025-06-27
Founders Office,Evoxia Labs India Private Limited,yes,Chennai,4.0,10000,6.0,No,2025-06-27
Business Development (Sales),Orbin Digital,yes,Workfromhome,0.0,10000,3.0,No,2025-06-27
Full Stack Development,Statslane,yes,Workfromhome,0.0,15000,6.0,No,2025-06-27
Telecalling,Aadi Foundation,yes,Workfromhome,0.0,0,6.0,No,2025-06-27
Business Development (Sales),Box Anything Digital,yes,Workfromhome,0.0,12000,3.0,No,2025-06-27
Search Engine Optimization (SEO),Box Anything Digital,yes,Workfromhome,0.0,6000,3.0,No,2025-06-27
Campus Ambassador,AIChE ICT IOCB,no,Workfromhome,0.0,0,2.0,yes,2025-06-27
Recruitment Consultant,Hustlr Staffing Services,yes,Lucknow,2.4,15000,3.0,No,2025-06-27
Human Resources (HR),Adisri Publications Private Limited,yes,"Faridabad,Delhi,Ghaziabad,Noida",0.0,10000,2.0,No,2025-06-27
Customer Service/Customer Support,FinWin India Consulting,yes,Workfromhome,2.5,7500,6.0,No,2025-06-27
Business Development (Sales),FinWin India Consulting,yes,"Gurgaon,Jalandhar,Ludhiana,Chandigarh,Delhi,Noida",2.4,10000,6.0,No,2025-06-27
MERN Stack,Maxgen Technologies Private Limited,yes,Ahmedabad,0.0,12000,3.0,No,2025-06-27
Accounting & Taxation,Shah and Doshi,yes,"Thane,Mumbai",0.0,12500,6.0,No,2025-06-27
Data Entry,BookmyPackers,yes,Workfromhome,2.0,5000,6.0,No,2025-06-27
UI/UX Design,Ergosphere Solution Pvt Ltd.,yes,Workfromhome,0.0,10000,6.0,No,2025-06-27
Graphic Design,First Contact,yes,Workfromhome,0.0,0,3.0,No,2025-06-27
Web Development,TUNGSTEN FITNESS CLUB PRIVATE LIMITED,yes,"Thane,NaviMumbai,Mumbai",0.0,6000,6.0,No,2025-06-27
